timestamp,severity,rule,pid,process_name,path,action,message
2025-12-17T14:26:24.225744,INFO,ML_ANOMALY,9848,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:26:24.460993,INFO,ML_ANOMALY,13728,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:26:24.497843,INFO,ML_ANOMALY,14244,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:26:24.509740,INFO,ML_ANOMALY,14900,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:26:24.611021,INFO,ML_ANOMALY,19316,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.63)
2025-12-17T14:26:25.949573,INFO,ML_ANOMALY,2360,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.27)
2025-12-17T14:26:26.768588,WARNING,ML_ANOMALY,6944,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=3.63)
2025-12-17T14:26:26.903808,INFO,ML_ANOMALY,9988,powershell.exe,,Whitelisted,ML behavioral anomaly (z=3.95)
2025-12-17T14:26:26.964248,WARNING,ML_ANOMALY,11520,WhatsApp.Root.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:26:30.793028,INFO,ML_ANOMALY,1824,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.78)
2025-12-17T14:26:32.166351,INFO,ML_ANOMALY,7432,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:26:32.280409,INFO,ML_ANOMALY,8544,Code.exe,,Whitelisted,ML behavioral anomaly (z=3.80)
2025-12-17T14:26:32.333850,WARNING,ML_ANOMALY,9192,StartMenuExperienceHost.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:26:32.457167,INFO,ML_ANOMALY,10192,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:26:32.478030,INFO,ML_ANOMALY,10596,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.74)
2025-12-17T14:26:32.737029,INFO,ML_ANOMALY,14888,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.04)
2025-12-17T14:26:32.810182,INFO,ML_ANOMALY,19508,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.36)
2025-12-17T14:26:34.722892,INFO,ML_ANOMALY,2328,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.84)
2025-12-17T14:26:34.979529,INFO,ML_ANOMALY,3044,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.23)
2025-12-17T14:26:35.057716,INFO,ML_ANOMALY,3504,Code.exe,,Whitelisted,ML behavioral anomaly (z=3.76)
2025-12-17T14:26:35.341984,INFO,ML_ANOMALY,5316,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:26:35.399069,INFO,ML_ANOMALY,7432,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.02)
2025-12-17T14:26:35.399539,INFO,ML_ANOMALY,7656,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.86)
2025-12-17T14:26:35.414379,INFO,ML_ANOMALY,8148,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.28)
2025-12-17T14:26:35.429138,WARNING,ML_ANOMALY,9324,ctfmon.exe,,Score +10 (total 40),ML behavioral anomaly (z=3.87)
2025-12-17T14:26:35.429512,INFO,ML_ANOMALY,9388,msedge.exe,,Whitelisted,ML behavioral anomaly (z=3.72)
2025-12-17T14:26:35.481481,INFO,ML_ANOMALY,10992,msedge.exe,,Whitelisted,ML behavioral anomaly (z=3.72)
2025-12-17T14:26:35.488407,INFO,ML_ANOMALY,11276,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.56)
2025-12-17T14:26:35.517597,INFO,ML_ANOMALY,12156,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.26)
2025-12-17T14:26:35.532138,INFO,ML_ANOMALY,12736,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.20)
2025-12-17T14:26:35.532743,INFO,ML_ANOMALY,13168,msedge.exe,,Whitelisted,ML behavioral anomaly (z=3.72)
2025-12-17T14:26:35.544888,INFO,ML_ANOMALY,13560,msedge.exe,,Whitelisted,ML behavioral anomaly (z=3.72)
2025-12-17T14:26:35.573859,INFO,ML_ANOMALY,14888,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.65)
2025-12-17T14:26:35.595534,INFO,ML_ANOMALY,16080,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.33)
2025-12-17T14:26:35.625442,INFO,ML_ANOMALY,18284,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.06)
2025-12-17T14:26:35.625740,INFO,ML_ANOMALY,18400,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.27)
2025-12-17T14:26:35.626590,INFO,ML_ANOMALY,19508,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.23)
2025-12-17T14:26:37.231785,INFO,ML_ANOMALY,2328,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.59)
2025-12-17T14:26:37.354814,INFO,ML_ANOMALY,2984,msedge.exe,,Whitelisted,ML behavioral anomaly (z=4.96)
2025-12-17T14:26:38.011257,INFO,ML_ANOMALY,5676,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.57)
2025-12-17T14:26:38.109477,INFO,ML_ANOMALY,7212,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:26:38.330400,WARNING,ML_ANOMALY,10916,TextInputHost.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:26:38.338965,INFO,ML_ANOMALY,11276,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.06)
2025-12-17T14:26:38.381152,INFO,ML_ANOMALY,12736,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.87)
2025-12-17T14:26:38.413905,INFO,ML_ANOMALY,14508,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.50)
2025-12-17T14:26:38.475957,INFO,ML_ANOMALY,19508,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.86)
2025-12-17T14:26:38.500748,INFO,ML_ANOMALY,21312,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:26:39.786242,INFO,ML_ANOMALY,1824,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.21)
2025-12-17T14:26:40.789662,INFO,ML_ANOMALY,12736,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.76)
2025-12-17T14:26:40.981592,INFO,ML_ANOMALY,16080,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:26:41.258123,INFO,ML_ANOMALY,18400,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.82)
2025-12-17T14:26:41.286318,INFO,ML_ANOMALY,19508,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.12)
2025-12-17T14:26:41.338768,INFO,ML_ANOMALY,21312,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.52)
2025-12-17T14:26:42.577362,INFO,ML_ANOMALY,1824,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.27)
2025-12-17T14:26:42.664047,INFO,ML_ANOMALY,2412,Code.exe,,Whitelisted,ML behavioral anomaly (z=4.28)
2025-12-17T14:26:43.264143,INFO,ML_ANOMALY,5056,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:26:43.277491,INFO,ML_ANOMALY,5316,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:26:44.161834,INFO,ML_ANOMALY,7656,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:26:44.179673,INFO,ML_ANOMALY,8244,Code.exe,,Whitelisted,ML behavioral anomaly (z=5.28)
2025-12-17T14:26:44.219766,INFO,ML_ANOMALY,10192,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.27)
2025-12-17T14:26:44.230509,INFO,ML_ANOMALY,11276,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.17)
2025-12-17T14:26:44.259498,INFO,ML_ANOMALY,12156,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:26:44.301350,INFO,ML_ANOMALY,14508,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.07)
2025-12-17T14:26:44.324693,INFO,ML_ANOMALY,16080,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.80)
2025-12-17T14:26:44.347228,INFO,ML_ANOMALY,18400,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.37)
2025-12-17T14:26:44.348059,INFO,ML_ANOMALY,19508,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.71)
2025-12-17T14:26:46.131932,INFO,ML_ANOMALY,1824,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.34)
2025-12-17T14:26:46.867790,INFO,ML_ANOMALY,10192,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.71)
2025-12-17T14:26:46.884557,INFO,ML_ANOMALY,11276,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.57)
2025-12-17T14:26:46.913837,INFO,ML_ANOMALY,12156,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.75)
2025-12-17T14:26:46.926962,INFO,ML_ANOMALY,12736,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.97)
2025-12-17T14:26:46.964339,INFO,ML_ANOMALY,14508,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.42)
2025-12-17T14:26:46.989096,INFO,ML_ANOMALY,16080,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.35)
2025-12-17T14:26:47.015608,INFO,ML_ANOMALY,18400,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.75)
2025-12-17T14:26:48.978383,INFO,ML_ANOMALY,8056,powershell.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:26:49.048643,WARNING,ML_ANOMALY,11520,WhatsApp.Root.exe,,Score +10 (total 20),ML behavioral anomaly (z=4.76)
2025-12-17T14:26:49.161815,INFO,ML_ANOMALY,18400,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.41)
2025-12-17T14:26:51.384395,WARNING,ML_ANOMALY,17288,ChatGPT.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.38)
2025-12-17T14:26:52.629459,WARNING,ML_ANOMALY,2376,RegSvcs.exe,,Score +10 (total 30),ML behavioral anomaly (z=3.91)
2025-12-17T14:26:53.997707,WARNING,ML_ANOMALY,16404,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:26:55.412880,WARNING,ML_ANOMALY,2200,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=3.72)
2025-12-17T14:26:56.025328,WARNING,ML_ANOMALY,4848,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=3.72)
2025-12-17T14:26:57.880864,WARNING,ML_ANOMALY,1448,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=3.72)
2025-12-17T14:26:58.621974,INFO,ML_ANOMALY,2744,svchost.exe,,Whitelisted,ML behavioral anomaly (z=3.66)
2025-12-17T14:26:58.653436,WARNING,ML_ANOMALY,2840,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:26:58.718194,WARNING,ML_ANOMALY,2980,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=3.72)
2025-12-17T14:26:59.032858,WARNING,ML_ANOMALY,3740,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=3.72)
2025-12-17T14:26:59.378367,WARNING,ML_ANOMALY,4848,msedgewebview2.exe,,Score +10 (total 30),ML behavioral anomaly (z=5.39)
2025-12-17T14:26:59.458661,WARNING,ML_ANOMALY,6944,msedgewebview2.exe,,Score +10 (total 30),ML behavioral anomaly (z=5.39)
2025-12-17T14:26:59.492775,WARNING,ML_ANOMALY,8668,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=5.11)
2025-12-17T14:26:59.566417,WARNING,ML_ANOMALY,12184,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:26:59.580923,WARNING,ML_ANOMALY,13292,msedgewebview2.exe,,Score +10 (total 30),ML behavioral anomaly (z=5.39)
2025-12-17T14:26:59.632584,WARNING,ML_ANOMALY,16288,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=3.87)
2025-12-17T14:27:00.990612,INFO,ML_ANOMALY,1132,svchost.exe,,Whitelisted,ML behavioral anomaly (z=4.16)
2025-12-17T14:27:01.259723,INFO,ML_ANOMALY,1860,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.37)
2025-12-17T14:27:01.549870,INFO,ML_ANOMALY,3336,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:27:01.852504,INFO,ML_ANOMALY,8544,Code.exe,,Whitelisted,ML behavioral anomaly (z=4.26)
2025-12-17T14:27:01.919767,WARNING,ML_ANOMALY,11860,M365Copilot.exe,,Score +10 (total 30),ML behavioral anomaly (z=5.21)
2025-12-17T14:27:01.939796,WARNING,ML_ANOMALY,12184,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=4.99)
2025-12-17T14:27:01.959531,WARNING,ML_ANOMALY,13292,msedgewebview2.exe,,Score +10 (total 40),ML behavioral anomaly (z=5.30)
2025-12-17T14:27:02.031703,WARNING,ML_ANOMALY,16404,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=5.36)
2025-12-17T14:27:03.380735,INFO,ML_ANOMALY,1860,svchost.exe,,Whitelisted,ML behavioral anomaly (z=4.99)
2025-12-17T14:27:04.034423,WARNING,ML_ANOMALY,13292,msedgewebview2.exe,,Score +10 (total 50),ML behavioral anomaly (z=4.18)
2025-12-17T14:27:04.198838,WARNING,ML_ANOMALY,16404,msedgewebview2.exe,,Score +10 (total 30),ML behavioral anomaly (z=3.99)
2025-12-17T14:27:06.364665,INFO,ML_ANOMALY,10680,Code.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:27:06.483809,WARNING,ML_ANOMALY,11520,WhatsApp.Root.exe,,Score +10 (total 30),ML behavioral anomaly (z=4.74)
2025-12-17T14:27:06.566282,WARNING,ML_ANOMALY,13292,msedgewebview2.exe,,Score +10 (total 60),ML behavioral anomaly (z=3.60)
2025-12-17T14:27:09.000944,WARNING,CPU_IO_SPIKE,6944,msedgewebview2.exe,,Score +15 (total 45),⚠️ CPU 87.6% + 53624679 bytes written
2025-12-17T14:27:09.033285,WARNING,ML_ANOMALY,6944,msedgewebview2.exe,,Score +10 (total 55),ML behavioral anomaly (z=4.72)
2025-12-17T14:27:09.191900,WARNING,ML_ANOMALY,11216,SMΔRTP.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.06)
2025-12-17T14:27:09.226344,WARNING,ML_ANOMALY,11520,WhatsApp.Root.exe,,Score +10 (total 40),ML behavioral anomaly (z=5.25)
2025-12-17T14:27:09.398108,WARNING,ML_ANOMALY,15224,csrss.exe,,Score +10 (total 30),ML behavioral anomaly (z=4.38)
2025-12-17T14:27:11.886224,INFO,ML_ANOMALY,7656,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.56)
2025-12-17T14:27:11.957088,WARNING,ML_ANOMALY,11520,WhatsApp.Root.exe,,Score +10 (total 50),ML behavioral anomaly (z=3.77)
2025-12-17T14:27:12.055674,INFO,ML_ANOMALY,16400,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.29)
2025-12-17T14:27:16.024329,INFO,ML_ANOMALY,3044,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.24)
2025-12-17T14:27:16.720531,WARNING,ML_ANOMALY,4848,msedgewebview2.exe,,Score +10 (total 40),ML behavioral anomaly (z=3.91)
2025-12-17T14:27:16.835029,INFO,ML_ANOMALY,5676,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.63)
2025-12-17T14:27:19.425435,INFO,ML_ANOMALY,12744,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.93)
2025-12-17T14:27:19.521208,INFO,ML_ANOMALY,14272,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:27:19.541838,INFO,ML_ANOMALY,14900,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:27:21.331363,INFO,ML_ANOMALY,2160,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:27:21.358080,INFO,ML_ANOMALY,2328,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.23)
2025-12-17T14:27:22.198504,WARNING,ML_ANOMALY,6796,crashhelper.exe,,Score +10 (total 20),ML behavioral anomaly (z=5.39)
2025-12-17T14:27:22.796470,INFO,ML_ANOMALY,12744,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.90)
2025-12-17T14:27:22.829425,INFO,ML_ANOMALY,14900,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.77)
2025-12-17T14:27:22.856840,INFO,ML_ANOMALY,16692,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.59)
2025-12-17T14:27:22.867201,INFO,ML_ANOMALY,18724,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:27:22.870519,INFO,ML_ANOMALY,19316,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.20)
2025-12-17T14:27:22.887265,INFO,ML_ANOMALY,20664,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.16)
2025-12-17T14:27:24.849068,INFO,ML_ANOMALY,14900,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.70)
2025-12-17T14:27:24.891230,WARNING,ML_ANOMALY,17368,taskhostw.exe,,Score +10 (total 20),ML behavioral anomaly (z=3.64)
2025-12-17T14:27:24.895631,INFO,ML_ANOMALY,18724,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.65)
2025-12-17T14:27:26.626606,INFO,ML_ANOMALY,9848,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.21)
2025-12-17T14:27:26.662183,INFO,ML_ANOMALY,10724,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.90)
2025-12-17T14:27:26.727557,INFO,ML_ANOMALY,13728,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.90)
2025-12-17T14:27:26.737918,INFO,ML_ANOMALY,14244,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.90)
2025-12-17T14:27:28.163174,INFO,ML_ANOMALY,2888,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.06)
2025-12-17T14:27:28.473848,INFO,ML_ANOMALY,9848,firefox.exe,,Whitelisted,ML behavioral anomaly (z=3.87)
2025-12-17T14:27:28.522816,WARNING,ML_ANOMALY,11860,M365Copilot.exe,,Score +10 (total 40),ML behavioral anomaly (z=3.51)
2025-12-17T14:27:28.559821,WARNING,ML_ANOMALY,13256,ScreenSketch.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:27:30.311013,INFO,ML_ANOMALY,8720,explorer.exe,,Whitelisted,ML behavioral anomaly (z=4.67)
2025-12-17T14:27:30.323911,WARNING,ML_ANOMALY,9764,ApplicationFrameHost.exe,,Score +10 (total 20),ML behavioral anomaly (z=5.39)
2025-12-17T14:27:30.432020,INFO,ML_ANOMALY,12744,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.17)
2025-12-17T14:27:30.541684,INFO,ML_ANOMALY,14880,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.20)
2025-12-17T14:27:34.884296,WARNING,ML_ANOMALY,4528,vmnat.exe,,Score +10 (total 50),ML behavioral anomaly (z=5.39)
2025-12-17T14:27:35.276324,INFO,ML_ANOMALY,10992,msedge.exe,,Whitelisted,ML behavioral anomaly (z=3.60)
2025-12-17T14:27:35.421089,INFO,ML_ANOMALY,13168,msedge.exe,,Whitelisted,ML behavioral anomaly (z=3.60)
2025-12-17T14:27:35.495556,INFO,ML_ANOMALY,13560,msedge.exe,,Whitelisted,ML behavioral anomaly (z=3.60)
2025-12-17T14:27:35.586222,INFO,ML_ANOMALY,14900,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.27)
2025-12-17T14:27:38.310854,INFO,ML_ANOMALY,7212,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.38)
2025-12-17T14:27:38.333119,INFO,ML_ANOMALY,9388,msedge.exe,,Whitelisted,ML behavioral anomaly (z=3.72)
2025-12-17T14:27:38.387101,INFO,ML_ANOMALY,11604,Code.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:27:40.628890,INFO,ML_ANOMALY,11604,Code.exe,,Whitelisted,ML behavioral anomaly (z=4.11)
2025-12-17T14:27:42.846994,INFO,ML_ANOMALY,10680,Code.exe,,Whitelisted,ML behavioral anomaly (z=3.59)
2025-12-17T14:27:42.885237,INFO,ML_ANOMALY,11604,Code.exe,,Whitelisted,ML behavioral anomaly (z=3.58)
2025-12-17T14:27:42.975751,WARNING,ML_ANOMALY,13788,audiodg.exe,,Score +10 (total 20),ML behavioral anomaly (z=5.39)
2025-12-17T14:27:45.358704,INFO,ML_ANOMALY,10680,Code.exe,,Whitelisted,ML behavioral anomaly (z=4.58)
2025-12-17T14:27:49.798513,INFO,ML_ANOMALY,2972,Code.exe,,Whitelisted,ML behavioral anomaly (z=5.32)
